sample_id,source_file,source_row,sha256,source_format,width,height,caption,dup_group,dev200_idx,subset500
00041,validation-00000-of-00005.parquet,41,fa914f492aa8a07186cadeab7ce6e95c7ea4b85912c7aa05e3040a8d1e0ae379,PNG,512,512,"Doctor Who News Alert Knocking on the Doctor Who door, David Suchet takes up a guest cast role of the Landlord for an episode written by Mike Bartlett for series 10. The Landlord (DAVID SUCHET) - (C) BBC - Photographer: Simon Ridgway",,,0
00042,validation-00000-of-00005.parquet,42,b7e18df51e1bfb9d7c76ac3952d772487714be74a9016f90ae4f393c69767fe8,PNG,512,512,1920x1080 0  Beautiful landscape Wallpaper  Beautiful mountain  scenery desktop PC and Mac wallpaper,,,0
00043,validation-00000-of-00005.parquet,43,05b34af24ae41749e98a3488b6b233ee96a2ab49e48fc61029ab0a214f9d139d,PNG,512,512,Black and white photograph of American birth-control advocate Margaret Sanger.,,,0
00044,validation-00000-of-00005.parquet,44,0beabfde140541a5d826f5e3562e89c2ad0b7718928311165b9bece2f8a97c7c,PNG,512,512,Backlit-River-Tern - 10 Tips to Capture Amazing Photographs of Birds in Flight,,,0
00045,validation-00000-of-00005.parquet,45,d732b3560f0588a0168516b6ab796c4771ca0c22e7ce61d867efbf50f646eedd,PNG,512,512,Eagle Hunter with his Companions,,,0
00046,validation-00000-of-00005.parquet,46,7982c3d7815ab63ecd950f1cccdd61037eb0255fc71a4ee6fcdbf5917ae91570,PNG,512,512,"Such a wonderful, classic 1940s scarf and rolled bang hairstyle.",,,0
00047,validation-00000-of-00005.parquet,47,b3b459cc16e4a0ae3ac9deadeae8c9da7799ee1e6eb66f53c82ba91a8137ef98,PNG,512,512,Huntington House 7100 Contemporary U Shape Sectional Sofa With In Sectional With Large Ottoman (View 14 of 20),,,0
00048,validation-00000-of-00005.parquet,48,4f373db2b83e752c12e3aeb2f0ecebec4040a38651430eff718d486881193cea,PNG,512,512,men playing chess,,,0
00049,validation-00000-of-00005.parquet,49,f8c20d053b25dba6390c3ae936ba0d5c699cef43f436c9450cd6332bca3cd1e5,PNG,512,512,Taco Stuffed Bell Peppers,,,0
00050,validation-00000-of-00005.parquet,50,38d0a98ad9267d1f0b3c6317cbe5951113840b6e9b2ed720c1c18602fe5182f9,PNG,512,512,Picture of the day stairway to contrast twistedsifter,,,0
00051,validation-00000-of-00005.parquet,51,881dd3bdf18733b2eaf1d95e2b87f024a64264148e4efaa3163fefd17524e136,PNG,512,512,"Salineras salt pans, Cusco Sacred Valley, Peru",,,0
00052,validation-00000-of-00005.parquet,52,2cbd5a61fc51da2deaa338ecc00e67926f5d7bb1087c6af0509330331d8eac4f,PNG,512,512,Tonkatsu (Japanese fried pork cutlet),,,0
00053,validation-00000-of-00005.parquet,53,3e13526f0c8b7ddb1bcd3f5098a710705d55f56dfe725099e6f6a460d00c1b59,PNG,512,512,6 Winter Skin Woes You Can Fix With Vaseline,,,0
00054,validation-00000-of-00005.parquet,54,662085fe7099c33abd5fbf88d371897d248cd8dabea6c7488a464b216ce075d4,PNG,512,512,thundercat apocalypse brainfeeder flying lotus,,,0
00055,validation-00000-of-00005.parquet,55,4ba2f644626152d135e68c8bbe6a8db806fcd40970978ab00ea7debf93ef5ab1,PNG,512,512,"One of the dorm style accommodations in the Canmore Downtown Hostel, located off of Bow Valley Trail. SUBMITTED PHOTO",d00,,0
00056,validation-00000-of-00005.parquet,56,9bb92b1603c5430da55bbc827f9c1e52860f50488bd2e107c3fbe986df1df687,PNG,512,512,Looking for some cool street style inspo? Look no further. Follow this guy and copy how he dresses to look your best. #street #style #mens #fashion,,,0
00057,validation-00000-of-00005.parquet,57,6cc39d82bc8d7d1a746bb739b4e90324b57e7e81f63d5b13c909e953e57768ae,PNG,512,512,Dunhill Fall Winter 2019 - Paris Fashion Week,,,1
00058,validation-00000-of-00005.parquet,58,20be0fc0a83ec876c2e62347434a6f2c3f58b21b7ab89ef6442ce418542424f7,PNG,512,512,Smokers More Likely To Quit If Their Own Cash Is On The Line,,,0
00059,validation-00000-of-00005.parquet,59,e6ec800fad675d3bd4e80279b6c770e25855108122661b8eeccd526a1e4e6da0,PNG,512,512,10 Things To Know Malta Hero e1575022165726 20 Facts About 1980's Popeye That Taste Even Better Than Spinach,,,0
00060,validation-00000-of-00005.parquet,60,27c950c2b72ce7cf44f3c2b02171901599440c0fcb1eb6723582497945d517bc,PNG,512,512,blog lily-james-golden-globes-2016 marchesa,,,0
00061,validation-00000-of-00005.parquet,61,d3c7fb465aa373bfd4095b92dce8f2a1fefa1bbb941a555e6e3a42463b891a81,PNG,512,512,The Best Short Goth Hairstyles For Guys Hair Pinterest,,,0
00062,validation-00000-of-00005.parquet,62,c261cae042d776edf4587ad5f2a342802e480b700a43259e4b887bf2df2bf03d,PNG,512,512,"""""""Peonies on Blue"""" original fine art by Christina Dowdy""",,,0
00063,validation-00000-of-00005.parquet,63,022f7531e9095daeea4ea3c25be2341e2795945f225fe3f0b71f379b6618514f,PNG,512,512,colourful painting by leonid afremov -  11,,,0
00064,validation-00000-of-00005.parquet,64,6a67032a60bd8d40b7312bfdae593150015fa81ae62c787ad5bdc4e1ec8f54ce,PNG,512,512,Sesja ślubna w Dolomitach_wedding session in Dolomites-126,,,1
00065,validation-00000-of-00005.parquet,65,a7d973707c8efc06784a81464c0219ff328fe9ca510675132a99ec07c3af304f,PNG,512,512,"The Watchman - Crater Lake National Park, Oregon",,,0
00066,validation-00000-of-00005.parquet,66,f5f4a900400de203699b1a029d145fc9833fe6ea2a1641313a176234fa958f9e,PNG,512,512,Santa Maria del Fiore at Sunset Florence Sketch by Mona Edulesco,,,0
00067,validation-00000-of-00005.parquet,67,be661ca586851394abde6ae0112f59b3950cfde5ddc99bd75e00b32bbbe253fe,PNG,512,512,Girl with Glases Anime,,,0
00068,validation-00000-of-00005.parquet,68,99ee26722ad23f9143831dbdf23e7daa6fa7d156aefd0972ef6e3ad342a2b288,PNG,512,512,"Commentary: Parkour, a sport that seems reckless but takes skill and poise",,,0
00069,validation-00000-of-00005.parquet,69,6f2609fa2ab87bcc6f78a142457d440dd5ba601debd6c11c2fe62d193543d240,PNG,512,512,"Happy smiling businessman wearing black suit and using modern smartphone near office , successful employer to make a deal while standing near skyscraper office at night.",,,0
00070,validation-00000-of-00005.parquet,70,d168f4ad500146b1327d632213e7aec310a04d72933d5165828686a455380605,PNG,512,512,Anne archer hot sexy picture,,,0
00071,validation-00000-of-00005.parquet,71,d6bdbe17dcc1e1ed10a2051b62dec2fbd2c17aea95a394572530632da9489f19,PNG,512,512,"Ann Gale, 'Peter with Stripes', 2013, Painting, Oil on linen, Dolby Chadwick Gallery",,,0
00072,validation-00000-of-00005.parquet,72,97ac63b3983e8af228ec2a9c67dabfcf8db0f6ddf761fd03cc641d0f347d64bd,PNG,512,512,"""Basque Honey 65"""" Dining Table""",d01,163,1
00073,validation-00000-of-00005.parquet,73,47740a58edf8f8fcccd0441ee4950a34b1bf9eb45af6918c5e11c0a03727223c,PNG,512,512,Todd Bridges (L) and Gary Coleman flank Canadian actor Conrad Bain pose for a picture.,,3,0
00074,validation-00000-of-00005.parquet,74,13903bb3a3528466424e8b8e70c595474e025ef5222d7137081ce50c2d5acd89,PNG,512,512,russian orthodox ceiling,,,0
00075,validation-00000-of-00005.parquet,75,f6a720d3989599b0af0b388fae0264382fcebfd2691c7b72f5e85cb7b988f38f,PNG,512,512,Joseph Farquharson When the West with Evening Glows Art Print,,,0
00076,validation-00000-of-00005.parquet,76,71fb801f79e1b87e9ce6a8c076ed856297c080c7b06a214c0e0ce0880f05a310,PNG,512,512,"Portraits of girls with cats, like from the Renaissance 09",,,0
00077,validation-00000-of-00005.parquet,77,4be7b79e79893ab8f19f3ddcbce0e7c1cfdbd38d84dc26ee1de53b3040af3e30,PNG,512,512,"Herman Leonard  Ella Fitzgerald, Duke Ellington and Benny Goodman, NYC 1948",,,0
00078,validation-00000-of-00005.parquet,78,c60af92b386726230ce53d188340c21f5fe89559f9281282a2fa2b89ddbe7cee,PNG,512,512,Hooker Valley Supreme,,,1
00079,validation-00000-of-00005.parquet,79,add01b80518b682aa3d3304ee88d25e73e027e6601e3a6e768a1cc4b59fd3483,PNG,512,512,New: Captivating Floral Wallpaper Designs from Farrow & Ball,,4,0
00080,validation-00000-of-00005.parquet,80,b4fc6ec9032268c3d0d649bdeaea33701fd5a0ede7783bf796d16c6041524591,PNG,512,512,EDITBAKK WATERCOLOR  _WINDS_  15_x 22_   $2800,,5,1
00081,validation-00000-of-00005.parquet,81,4960ad77d36ff28d9be118db3909f42e1da210d5686c9d30047a0e6f7198e211,PNG,512,512,Luxury Handmade Men's Shoes,,,0
00082,validation-00000-of-00005.parquet,82,4bf2cc9a57706626f50e94296c1ed0e111ead9c3337012c8b64984a7fb5ec327,PNG,512,512,Box set chronicling the Miles Davis Quintet's 1966-68 work out on Oct. 21,,,0
00083,validation-00000-of-00005.parquet,83,447185c4aefe70e1c7ee9bf70f424ff8eff65504d8102c6c83c3cd54403b50fe,PNG,512,512,wasteland paint it black9 First Look at Wastelands Paint it Black Lookbook Starring Lauren Hastings,,,0
00084,validation-00000-of-00005.parquet,84,46afcd6854999df07534d9e29cfb23af8e8285df817d01773ed9fcb1cb261aac,PNG,512,512,William Garrison,,,0
00085,validation-00000-of-00005.parquet,85,9d823730ec70b797ea0bee07fcd2cbf53978f2525bd9a5368966e7519aa1d559,PNG,512,512,"Budget Gobi Tour: Sunset over the Khongor sand dunes, the Gobi, Mongolia",,,0
00086,validation-00000-of-00005.parquet,86,bdcce2d2ed5f1c5976dec87e7b34044c64cdf4b0ce9a6ecdba0031056ff95863,PNG,512,512,Call Of Duty Ghosts Hd Wallpaper Background Image 2972x1080,,,0
00087,validation-00000-of-00005.parquet,87,f91450b04b2059838c3d9706a525e8b77a43bcf9961529b925ed1968598f0ada,PNG,512,512,How A 100 Year Old Family Cheese Company Makes Its Whey In,,,0
00088,validation-00000-of-00005.parquet,88,24e01847dac8762eb7fb32ddee258b09cda9e5d9c8d72f5c431b7b10a690fb8a,PNG,512,512,Malibu Sea Cave Starry Night Astrophotography!  Sony A7RII Fine Art Night Photography Milky Way Rising through Malibu Sea Cave ! Astro Landscape Photography!,,,0
00089,validation-00000-of-00005.parquet,89,0d0a3e3888c03372863d3616673c004acc188c0b30f9b1cf03d0bb8eaab48341,PNG,512,512,Netflix Recreates the Iconic 'Great Day In Harlem' Photo With Black Stars,,,0
00090,validation-00000-of-00005.parquet,90,e83ebc1a6b7dcb2fb387d66e6034132550c64ceb6e23b461378ae5ad8e557c9d,PNG,512,512,Bunny Williams Inspiration With Bunny Williams Home Image,,,0
00091,validation-00000-of-00005.parquet,91,8120a9cded4930cb84b9517d4177f966f57f0e65dd1274f6e8595c61001469db,PNG,512,512,Mexico's cave of giant crystals is ethereal as all get out,,,0
00092,validation-00000-of-00005.parquet,92,45851b644bb21eed4d95d31fbee716e0c9840c7609a3d4adbd38eb54bbf17464,PNG,512,512,Stars rock metallic dresses at the 2017 Golden Globe Awards,,,0
00093,validation-00000-of-00005.parquet,93,8e7440e8d03657ed91be606b27db97bde1f3c54a1f78a591362ddf405d79f1fb,PNG,512,512,On a Date With Empire's Trai Byers We Talk Costars Love and the Audition Story You Must Hear,,,0
00094,validation-00000-of-00005.parquet,94,f03d71b4d49fb3e1f914e5be8930327b913ff6cb5e5287cae215d9be8897cf6e,PNG,512,512,BEAUTIFUL PORTRAIT PAINTINGS BY EMMA UBER,,,0
00095,validation-00000-of-00005.parquet,95,cb9693374f32a56f3c3ed631e6976b9b121822d5175d979d72b558cbaf4c0d90,PNG,512,512,evan-rachel-wood-golden-globes-lead,,,0
00096,validation-00000-of-00005.parquet,96,cb440b6c63db31151830c004b52f9750f952db816b0917a7222776519511ee03,PNG,512,512,Trekker in Khumbu valley in front of Abadablan mount on a way to Everest Base camp,,,0
00097,validation-00000-of-00005.parquet,97,6bec4d5d73be71544fd3292948660a896ff14215557d3010109911eb3c251e52,PNG,512,512,HD Wallpaper   Background ID:151886. 1920x1200 Music Coldplay,,,0
00098,validation-00000-of-00005.parquet,98,ed0b5b6440bd98b120ff137c13e4794a05d3089f9e971ddada89e3d9607c3896,PNG,512,512,Exclusive: Michael Biehn Sets Record Straight On Alien 5 Speculation,,,0
00099,validation-00000-of-00005.parquet,99,9d45a4e76ae289fdb35a72c69fd62805a155bebdd31fe8cf869e0119b457ee02,PNG,512,512,Our top 5 New Zealand adventure activities,,,0
00100,validation-00000-of-00005.parquet,100,7ccc04edf52c4bf88b445bb3e7a91d6e4356503388d51aa76e1a8236cc01b2e3,PNG,512,512,Willow Smith and Karl Lagerfeld,,,0
00101,validation-00000-of-00005.parquet,101,6361edec6165310955810ca43c136ea94e2f2a3972dd10325852b2f53dc99d10,PNG,512,512,"""Vincent van Gogh. Agostina Segatori in the cafe """"Tambourine""""""",,,1
00102,validation-00000-of-00005.parquet,102,2525e262e811e8a471bde97520573d439a3ffa44e0855ad93e0e7b1a35c14407,PNG,512,512,A member of a Navy SEAL Team in action,,,0
00103,validation-00000-of-00005.parquet,103,da530ad5081cf00d99bd1002fb4e3dbf655444c99923211eec0718cb542b4a78,PNG,512,512,Norma Shearer - by George Hurrell 1934,,,0
00104,validation-00000-of-00005.parquet,104,999dc4d22c1348ab0792752f51cc13b3ba76f8794ddc89d8251b120d3fd4d540,PNG,512,512,Jeff Legg 1959 | American Still Life painter,,,0
00105,validation-00000-of-00005.parquet,105,7f576bcfcfae7757eec7a2eb8604db5ccd93861ca51391709893ec4993bd2e60,PNG,512,512,Hyun Bin Quot Crash Landing On You Quot Drama Set Behind The,,,0
00106,validation-00000-of-00005.parquet,106,91921262a9ba48a6eee12efc2fb30dce1e4abaf885a346623be02444fcb2ee49,PNG,512,512,"Photo wallpaper autumn, leaves, branches, berries, picture, vase, maple, table, napkin",,6,1
00107,validation-00000-of-00005.parquet,107,0851af479f79538df8c0cb79dfc50d47e29d17f9060cfef8a0f43e013492cca3,PNG,512,512,This Hair Colors Trend is Timeless: Wonderful Proof In Photos Hair Color Ideas,,,0
00108,validation-00000-of-00005.parquet,108,dd34950acc03aea4a0a31af0702874d473ec02ad0b5d963572b8e9fd6a4ffc6e,PNG,512,512,Howls Moving Castle Phone Wallpaper Main,,,0
00109,validation-00000-of-00005.parquet,109,061be0d4710b07fc8f94632d9e96f7abfa4d83cfefb7b7c5e6274cd196b146e5,PNG,512,512,Arthur Korbiel Photography - London Wedding Photographer - UWO Gothic Red Door Engagement.jpg,,,0
00110,validation-00000-of-00005.parquet,110,518da9d4a677006d54cdbe68a19dc47e92a2b233af8bbeef71cfeb35130e6b82,PNG,512,512,laurent parcelier,,,0
00111,validation-00000-of-00005.parquet,111,743ad534fa4626d1f063ce8108fc1693960f2b54fa824abfcbf2f336812dd932,PNG,512,512,How to step up from director to entrepreneur,,,0
00112,validation-00000-of-00005.parquet,112,991dffd5e4895356da28d06675f587ba70089e418cd2a0ed6b35009e624db2ca,PNG,512,512,Archie Panjabi - The Good Wife,,,0
00113,validation-00000-of-00005.parquet,113,5af7ebf8159c9438dafc6dc4989fcf1c480713636de821bf1f77885e903ad9cc,PNG,512,512,Frank Langella as Julius Hoffman from The Trial of the Chicago 7,,,0
00114,validation-00000-of-00005.parquet,114,5a936ad91295a44ed5dff43defdeec2798e5680b5a0d4faaf3e7f8be4bf8241b,PNG,512,512,AUDEN WOOL SUIT JACKET NAVY,,,0
00115,validation-00000-of-00005.parquet,115,1d4003d480a0aacd18b39da9d70e1baa34543fcd0b40e6038d2908e0cd95dcd2,PNG,512,512,Jonas Kaufmann © by Mathias Bothor,,,1
00116,validation-00000-of-00005.parquet,116,2bca2b69b8af65cce1b185dc02a67f49d6c88eaa98a5f08bf71be5dd0b5a57a1,PNG,512,512,Girl hiking on a trail with a dog.,,,0
00117,validation-00000-of-00005.parquet,117,df8f1f668f4aa2555fc508782b41c3504ca3c29e0d5033f56b3d8f9a6a3da17a,PNG,512,512,Winter night,,,0
00118,validation-00000-of-00005.parquet,118,bfce8ce7ee2917530b5bf8f17fc93763057bdb71422fbc6eab752aa859f35ddc,PNG,512,512,Finished #portrait study #drawing of #AlexanderSkarsgard in #graphite and #charcoal @Etsy #art #EtsyShop #artist   http:// etsy.me/2f5ZOAO  &nbsp;  <br>http://pic.twitter.com/XKJ1AjN5sF,,,0
00119,validation-00000-of-00005.parquet,119,7c4b592f49357e652283d5742f662f1c9f535ea4723433c17fee8b0e993bb345,PNG,512,512,OBSESSIVE GRETIA NIPPLE COVERS 5901688213636,,,0
00120,validation-00000-of-00005.parquet,120,6809a90e705ed9160586051018cb4bc03b0f67386ef2bc4165cd7236f1037d9a,PNG,512,512,Industrial Home Interior modern industrial interior design - definition and ideas,,,0
00121,validation-00000-of-00005.parquet,121,0136e8f94c6cfff75934bc25d1f77524378d9a6aa46ec0f2cbe545723d35f8ff,PNG,512,512,Remembrance Day in Canada Koning George V,,,0
00122,validation-00000-of-00005.parquet,122,6f4d89ed551134786a040438ff1a4d00179ffe3985e0e4fa4c6206aa6d66ec88,PNG,512,512,"Immigrants (pictured) head for the processing center, each carrying a paper with an entry number which they hope will soon be traded for a visa",,,0
00123,validation-00000-of-00005.parquet,123,fa0c26043d802345afa5ce77d823be40d2a878f9c0390a3673006792457f7882,PNG,512,512,Portrait of three young women hanging out on beach,,,0
00124,validation-00000-of-00005.parquet,124,0c71cf998fcb620db8478bb7f8f138ee9fd363f0940490de2ef32b946050e24b,PNG,512,512,flying over the mountain 4K Ultra HD wallpaper 4k WallpaperNet 920x600,,,0
00125,validation-00000-of-00005.parquet,125,b666715e62536fbb7e7ecf374260b4aba61251ed3e346794e8bac379631a7a1a,PNG,512,512,Johnny Depp and Tim Burton,,,0
00126,validation-00000-of-00005.parquet,126,c0e721e60d777a6d12672876a8477b9af7903dc64cc08aebdb7748761a65e054,PNG,512,512,Beautiful South African Fashion Model Candice Swanepoel Modeling For Max Factor Makeup Ads (Beautiful Max Factor Ads) Modeling As One Of The Highest Paid Models In The World.,,,0
00127,validation-00000-of-00005.parquet,127,d2d0cc4d45ef5c058f8c4b19beaaf3fda105b2b068ab520e3b6ebfa8db8f6c77,PNG,512,512,Make-up dewy: come avere una pelle luminosa effetto rugiada,,,0
